AssetType,Name,Address,GEOID,geo
Public Schools,Slaughter Elementary School,"3170 Church St, Slaughter, LA 70777, USA",22037951501,POINT (-91.1475047 30.7183782)
Public Schools,Slidell High School,"1 Tiger Dr, Slidell, LA 70458, USA",22103041004,POINT (-89.77276 30.28649)
Public Schools,Slidell Junior High School,"333 Pennsylvania Ave, Slidell, LA 70458, USA",22103041002,POINT (-89.77935 30.28023)
Public Schools,Smothers Academy Preparatory School,"2012 Jefferson Hwy, New Orleans, LA 70121, USA",22051024700,POINT (-90.1492347 29.9632529)
Public Schools,Sophie B. Wright Institute Of Academic Excellence,"1426 Napoleon Ave, New Orleans, LA 70115, USA",22071010700,POINT (-90.10263379999999 29.9254542)
Public Schools,Sorrento Primary School,"42211 N. City Parc Dr, Sorrento, LA 70778, USA",22005030300,POINT (-90.88569199999999 30.1570354)
Public Schools,South Baton Rouge Charter Academy,"9211 Parkway Dr, Baton Rouge, LA 70810, USA",22033004015,POINT (-91.11480639999999 30.3556049)
Public Schools,South Beauregard Elementary School,"12380 US-171, Longville, LA 70652, USA",22011960700,POINT (-93.233594 30.5663546)
Public Schools,South Beauregard High School,"151 Longville Church Rd, Longville, LA 70652, USA",22011960700,POINT (-93.23467959999999 30.5693876)
Public Schools,South Beauregard Upper Elementary School,"12378 Ronald Reagan Hwy, Longville, LA 70652, USA",22011960700,POINT (-93.2335738 30.568723)
Public Schools,South Cameron High School,"753 Oak Grove Hwy, Grand Chenier, LA 70643, USA",22023970100,POINT (-93.1064107 29.7861049)
Public Schools,South Crowley Elementary School,"1102 S Parkerson Ave, Crowley, LA 70526, USA",22001961000,POINT (-92.3708487 30.2018179)
Public Schools,South Fork Elementary School,"23300 Walker South Rd, Denham Springs, LA 70726, USA",22063040804,POINT (-90.8509811 30.4048101)
Public Schools,South Grant Elementary School,"1101 LA-1241, Dry Prong, LA 71423, USA",22043020402,POINT (-92.5265884 31.4465313)
Public Schools,South Highlands Elementary Magnet School,"831 Erie St, Shreveport, LA 71106, USA",22017022600,POINT (-93.7473785 32.460355)
Public Schools,South Lafourche High School,"16911 E Main St, Cut Off, LA 70345, USA",22057021100,POINT (-90.3103107 29.466805)
Public Schools,South Larose Elementary School,"154 W 25th St, Larose, LA 70373, USA",22057021400,POINT (-90.3642991 29.5618891)
Public Schools,South Live Oak Elementary School,"8400 Cecil Dr, Denham Springs, LA 70706, USA",22063040303,POINT (-90.948863 30.5686422)
Public Schools,South Plaquemines Elementary School,"311 Civic Dr, Port Sulphur, LA 70083, USA",22075050500,POINT (-89.694721 29.477797)
Public Schools,South Plaquemines High School,"34121 LA-23, Buras, LA 70041, USA",22075050600,POINT (-89.5716716 29.3663827)
Public Schools,South Rayne Elementary School,"101 E Branche St, Rayne, LA 70578, USA",22001960600,POINT (-92.26869889999999 30.22699649999999)
Public Schools,South Street Elementary School,"409 E South St, Opelousas, LA 70570, USA",22097961400,POINT (-92.07954339999999 30.5309623)
Public Schools,South Terrebonne High School,"3879 LA-24, Bourg, LA 70343, USA",22109001000,POINT (-90.6401626 29.5650445)
Public Schools,South Thibodaux Elementary School,"200 Iris St, Thibodaux, LA 70301, USA",22057020400,POINT (-90.8159659 29.7800384)
Public Schools,South Walker Elementary School,"13745 Milton Ln, Walker, LA 70785, USA",22063040804,POINT (-90.8581476 30.4678037)
Public Schools,Southdown Elementary School,"1124 St Charles St, Houma, LA 70360, USA",22109001700,POINT (-90.74239759999999 29.5944069)
Public Schools,Southdowns School,"2050 Hood Ave, Baton Rouge, LA 70808, USA",22033002601,POINT (-91.1515417 30.417153)
Public Schools,Southeast Middle School,"15000 S Harrells Ferry Rd, Baton Rouge, LA 70816, USA",22033004505,POINT (-91.0195259 30.4290292)
Public Schools,Southeastern La University Lab School,"1200 N General Pershing St, Hammond, LA 70402, USA",22105954200,POINT (-90.4713127 30.5165741)
Public Schools,Southern Hills Elementary School,"9075 Kingston Rd, Shreveport, LA 71118, USA",22017024104,POINT (-93.779386 32.4033528)
Public Schools,Southern University Lab School,"129 Swan Ave, Baton Rouge, LA 70813, USA",22033003000,POINT (-91.18727439999999 30.5244779)
Public Schools,Southern University Laboratory Virtual School,"129 Swan Ave, Baton Rouge, LA 70813, USA",22033003000,POINT (-91.18727439999999 30.5244779)
Public Schools,Southside Alternative High School,"4701 S Grand St, Monroe, LA 71202, USA",22073011000,POINT (-92.1126231 32.4537525)
Public Schools,Southside Elementary School,"12565 Brown Rd, Denham Springs, LA 70726, USA",22063040804,POINT (-90.8982688 30.4259748)
Public Schools,Southside Elementary School,"1307 Charles D Jones Blvd, Lake Providence, LA 71254, USA",22035000300,POINT (-91.184525 32.795284)
Public Schools,Southside High School,"312 Almonaster Rd, Youngsville, LA 70592, USA",22055001410,POINT (-91.9726196 30.0883218)
Public Schools,Southside Junior High School,"Denham Springs, LA 70726, USA",22063040804,POINT (-90.89999429999999 30.4221382)
Public Schools,Southwest Elementary School,"1203 Burr St, Opelousas, LA 70570, USA",22097961600,POINT (-92.09707979999999 30.5261276)
Public Schools,Southwest Louisiana Charter Academy,"1700 E McNeese St, Lake Charles, LA 70607, USA",22019001700,POINT (-93.1958792 30.1753725)
Public Schools,Southwood High School,"9000 Walker Rd, Shreveport, LA 71118, USA",22017024106,POINT (-93.8171376 32.408853)
Public Schools,Spanish Lake Primary School,"13323 Bluff Rd, Geismar, LA 70734, USA",22005030300,POINT (-91.00896159999999 30.2625493)
Daycare Centers,EBRP Children's World Early Head Start,"7200 Maplewood Drive
Baton Rouge, LA 70812",NULL,POINT (-91.1200966 30.5054308)
Daycare Centers,EBRP Discovery Head Start,"9700 Scenic HIghway
Baton Rouge, LA 70807",NULL,POINT (-91.1856427 30.5336802)
Daycare Centers,EBRP Freeman-Matthews Head Start Center,"1383 Napoleon Street
Baton Rouge, LA 70802",NULL,POINT (-91.1827415 30.4359666)
Daycare Centers,EBRP LaBelle Aire Head Start Center,"1919 N. Christy Drive
Baton Rouge, LA 70815",NULL,POINT (-91.0477283 30.4706832)
Daycare Centers,EBRP New Horizon Head Start Center,"1111 North 28th Street
Baton Rouge, LA 70802",NULL,POINT (-91.1608339 30.4587519)
Daycare Centers,EBRP Progress Head Start Center,"1881 Progress Road
Baton Rouge, LA 70807",NULL,POINT (-91.1684449 30.5370313)
Daycare Centers,EBRP Wonderland Head Start Center,"1500 Oleander Street
Baton Rouge, LA 70802",NULL,POINT (-91.1724616 30.4412892)
Daycare Centers,EBRP- St. Francis Xavier Head Start,"1145 Terrace Street
Baton Rouge, LA 70802",NULL,POINT (-91.1769188 30.4366373)
Daycare Centers,Ecole Bilingue de la Nouvelle Orleans,"735 General Pershing St
New Orleans, LA 70115",NULL,POINT (-90.0998326 29.9197596)
Daycare Centers,Ecole Classique,"5236 Glendale St
Metairie, LA 70006",NULL,POINT (-90.2014216 30.0144072)
Daycare Centers,Eddie D. Jones Head Start Center,"1729 Ford Street
Shreveport, LA 71101",NULL,POINT (-93.7671199 32.5104645)
Daycare Centers,Educare Academy,"2839 Brady Street
Baton Rouge, LA 70805",NULL,POINT (-91.1601776 30.4750225)
Daycare Centers,Educare Academy #2,"6437 Mickens Road
Baton Rouge, LA 70811",NULL,POINT (-91.1240642 30.5227316)
Daycare Centers,Educare New Orleans,"3801 St. Bernard Ave
New Orleans, LA 70122",NULL,POINT (-90.0785823 29.9960246)
Daycare Centers,Elan Vital Montessori School,"7518 Highland Road
Baton Rouge, LA 70808",NULL,POINT (-91.1374005 30.3764766)
Daycare Centers,Elisabetta Renzi Child Development Center,"760 Overton Brooks Road
Shreveport, LA 71106",NULL,POINT (-93.7158108 32.3692408)
Daycare Centers,Emmanuel Baptist Church Preschool,"1200 Farmerville Highway
Ruston, LA 71270",NULL,POINT (-92.6216428 32.5345861)
Daycare Centers,Emmanuel Baptist Day School,"430 Jackson St
Alexandria, LA 71301",NULL,POINT (-92.4475129 31.3117298)
Daycare Centers,Emmanuel Seventh-Day Adventist Church Daycare,"702 North Cherry Street
Hammond, LA 70401",NULL,POINT (-90.460225 30.5107733)
Daycare Centers,Emmie's Angels,"15375 Highway 26
Jennings, LA 70546",NULL,POINT (-92.6637491 30.2560055)
Daycare Centers,Empowerment Learning Center,"702 Hassell Street
Winnsboro, LA 71295",NULL,POINT (-91.731552 32.168962)
Daycare Centers,Epic Learning Center,"1284 Airline Dr
Bossier City, LA 71112",NULL,POINT (-93.6948916 32.5075804)
Daycare Centers,Epic Learning Center,"1805 Jimmie Davis Hwy
Bossier City, LA 71112",NULL,POINT (-93.6648986 32.4596922)
Daycare Centers,"Eunice Country Day Nursery School, LLC","1248 North St. Mary Rd
Eunice, LA 70535",NULL,POINT (-92.3892044 30.5144895)
Daycare Centers,Evangel Learning Center,"5720 Buncombe Rd
Shreveport, LA 71129",NULL,POINT (-93.8464702 32.4407946)
Daycare Centers,Excellent Daycare & Nursery Inc,"3003 Gayton Street
Monroe, LA 71201",NULL,POINT (-92.082671 32.514929)
Daycare Centers,Explore and Learn Early Learning Center,"1401 J W Davis Dr
Hammond, LA 70403",NULL,POINT (-90.4693957 30.4851569)
Daycare Centers,Fair Park Baptist Church Weekday Program,"4340 White's Ferry Road
West Monroe, LA 71291",NULL,POINT (-92.1509751 32.5500794)
Daycare Centers,Faith Lutheran Head Start,"4030 Doris Street
Shreveport, LA 71109",NULL,POINT (-93.8047026 32.4658188)
Daycare Centers,Faith Lutheran Pre School,"300 Colonial Club Dr
Harahan, LA 70123",NULL,POINT (-90.2061294 29.9377727)
Daycare Centers,Faith Presbyterian Preschool,"2525 Apollo Ave
Harvey, LA 70058",NULL,POINT (-90.0542246 29.8717688)
Daycare Centers,Family and Child Development Center,"301 Dunand St.
Lafayette, LA 70501",NULL,POINT (-92.002838 30.251483)
Daycare Centers,Family Christian Academy Preschool,"8919 World Ministry Ave.
Baton Rouge , LA 70810",NULL,POINT (-91.0916769 30.3853016)
Daycare Centers,Family Community Early Learning Center,"2023 Highway 15
Winnsboro, LA 71295",NULL,POINT (-91.7353448 32.2277184)
Daycare Centers,"Family Daycare Center, LLC dba Mini Me Learning Center","3044 Verot School Road
Lafayette, LA 70508",NULL,POINT (-92.033086 30.135146)
Daycare Centers,Farmerville Head Start Center,"7199 Hwy 33
Farmerville, LA 71241",NULL,POINT (-92.3590303 32.8143278)
Daycare Centers,Fay's Day Care and Learning Center,"220 Younger Blvd
Natchitoches, LA 71457",NULL,POINT (-93.0825447 31.755242)
Daycare Centers,Fellowship Daycare,"1555 Mount Pleasant Road
Zachary, LA 70791",NULL,POINT (-91.197941 30.6561076)
Daycare Centers,Fellowship Learning Center,"4750 Barksdale Blvd
Bossier City, LA 71112",NULL,POINT (-93.6661937 32.4627497)
Daycare Centers,First Academy Early Learning Center,"5290 Canal Blvd
New Orleans, LA 70124",NULL,POINT (-90.1127846 29.9888395)
Daycare Centers,First Baptist Child Care,"1400 Nolan Trace
Leesville, LA 71446",NULL,POINT (-93.2808015 31.143605)
Daycare Centers,First Baptist Child Development Center,"4141 Pontchartrain Dr
Slidell, LA 70458",NULL,POINT (-89.7961452 30.2487982)
Daycare Centers,First Baptist Child Development Center,"529 Convention Street
Baton Rouge, LA 70802",NULL,POINT (-91.1855558 30.4489464)
Daycare Centers,First Baptist Church Child Care Center,"406 W. Main St.
Homer, LA 71040",NULL,POINT (-93.0549594 32.7902057)
Daycare Centers,First Baptist Church Day Care,"304 Davis Street
Lake Providence, LA 71254",NULL,POINT (-91.173887 32.8028408)
Daycare Centers,First Baptist Church Day School,"901 Main Street
Pineville, LA 71360",NULL,POINT (-92.4326844 31.3246937)
Daycare Centers,First Baptist Church Daycare,"201 East Court Street
Winnfield, LA 71483",NULL,POINT (-92.6375579 31.9259014)
Daycare Centers,First Baptist Church dba Covenant Christian Preschool,"4863 West Park Ave
Houma, LA 70364",NULL,POINT (-90.7696969 29.6629941)
Daycare Centers,First Baptist Church Mother's Day Out,"16333 Highway 1085
Covington, LA 70433",NULL,POINT (-90.1314779 30.4603723)
Daycare Centers,First Baptist Church of Chalmette,"305 East St Bernard Highway
Chalmette, LA 70043",NULL,POINT (-89.9640654 29.9360127)
Daycare Centers,First Baptist Church WEE Care,"2021 Main Street
Haynesville, LA 71038",NULL,POINT (-93.1375822 32.9623414)
Daycare Centers,First Baptist Church Weekday Early Education,"301 Pennsylvania Ave
Minden, LA 71055",NULL,POINT (-93.2831207 32.6167008)
Daycare Centers,First Baptist Church Weekday Early Education (WEE) Center,"117-A South 12th Street
Oakdale, LA 71463",NULL,POINT (-92.6597888 30.8145663)
Daycare Centers,First Baptist Wee Care,"608 E. Main St.
Oak Grove, LA 71263",NULL,POINT (-91.3833537 32.8613289)
Daycare Centers,First Baptist WEE Center,"921 Paul Maillard Rd.
Luling, LA 70070",NULL,POINT (-90.3699805 29.9263745)
Daycare Centers,First Beginnings Child Development Center,"500 Common Street
Shreveport , LA 71101",NULL,POINT (-93.7529198 32.5105421)
Daycare Centers,First Class Academy,"28660 Montana Street
Lacombe, LA 70445",NULL,POINT (-89.9256335 30.3212997)
Daycare Centers,First Friends Christian Learning Center,"201 John Wesley Blvd.
Bossier, LA 71112",NULL,POINT (-93.7058402 32.5173544)
Daycare Centers,Little Thinkers Learning Campus,"114 River Birch Dr
Iowa, LA 70647",NULL,POINT (-93.0229078 30.2346934)
Daycare Centers,Little Tykes Daycare and Early Learning,"13344 Hwy 44
Gonzales, LA 70737",NULL,POINT (-90.9199617 30.2640534)
Daycare Centers,Little Wonders Learning Center LLC,"78495 Hwy. 437
Covington, LA 70435",NULL,POINT (-90.0760242 30.5763692)
Daycare Centers,Littleville Playschool,"5915 North Commerce Street
St. Francisville , LA 70775",NULL,POINT (-91.3793324 30.7845597)
Daycare Centers,Living Way Instruction Zone,"17013 N-I -12 Service Road
Hammond, LA 70403",NULL,POINT (-90.4974359 30.469382)
Daycare Centers,Livingston Head Start,"25753 Walker South Road
Denham Springs, LA 70726",NULL,POINT (-90.8603962 30.4420711)
Daycare Centers,Livingston/SLU Head Start,"9261 Florida Boulevard
Walker, LA 70785",NULL,POINT (-90.8914092 30.4868216)
Daycare Centers,Lolli-Pop Ranch Christian Pre-School & Daycare,"59334 North Pearl Drive
Slidell, LA 70461",NULL,POINT (-89.7358318 30.2940456)
Daycare Centers,Lollipop Lane Childcare LLC,"1428 Cherry Ridge Rd
Bastrop, LA 71220",NULL,POINT (-91.8956338 32.7963051)
Daycare Centers,"Lollipops Play School, Inc.","110 Leonie Street
Lafayette, LA 70506",NULL,POINT (-92.0555485 30.2019902)
Daycare Centers,Lolo's Lullabies LLC,"10410 Highway 1
Moreauville , LA 71355",NULL,POINT (-91.996891 31.04816)
Daycare Centers,London Bridge Early Learning Center,"4844 Monticello Boulevard
Baton Rouge , LA 70814",NULL,POINT (-91.0507953 30.4950421)
Daycare Centers,"London Bridge Early Learning Center, LLC","11821 Wentling Avenue
Baton Rouge , LA 70816",NULL,POINT (-91.050253 30.4031345)
Daycare Centers,London's Bridge,"7060 Branch Highway
Branch, LA 70516",NULL,POINT (-92.29653 30.354912)
Daycare Centers,Loreto Early Learning Center,"1801 Division Street
Metairie, LA 70001",NULL,POINT (-90.1639746 29.9893099)
Daycare Centers,Lots of Love Christian Academy,"8626 Highway 182
Opelousas, LA 70570",NULL,POINT (-92.0729161 30.5621646)
Daycare Centers,"Lots-O-Tots Day Care Center, Inc","174 Saint Joseph Street
Thibodaux, LA 70301",NULL,POINT (-90.8087581 29.7946493)
Daycare Centers,Louise Hayem Manheim Center For Early Childhood Education,"4000 West Esplanade Avenue
Metairie, LA 70002",NULL,POINT (-90.1764967 30.0148507)
Daycare Centers,Louise S McGehee School's Little Gate,"1538 Philip Street
New Orleans , LA 70130",NULL,POINT (-90.081501 29.9327329)
Daycare Centers,Louisiana State University at Alexandria Children's Center,"210 Thelma Ethridge Drive
Alexandria, LA 71302",NULL,POINT (-92.3912362 31.2290578)
Daycare Centers,Louisiana Tech University Early Childhood Education Center,"401 West Louisiana Avenue
Ruston, LA 71270",NULL,POINT (-92.6429487 32.5275422)
Daycare Centers,"Love & Blessings Academy, LLC","1905 Jewella Avenue
Shreveport, LA 71109",NULL,POINT (-93.7969561 32.4933029)
Daycare Centers,Loving Hands Children's Enrichment Center,"1707 Metro Drive Ste A
Alexandria , LA 71301",NULL,POINT (-92.4727015 31.2762295)
Daycare Centers,Loyola University New Orleans - Whelan Children's Center,"2020 Calhoun Street
New Orleans, LA 70118",NULL,POINT (-90.1189021 29.9371841)
Daycare Centers,LSU Early Childhood Education Laboratory Preschool,"4001 Gourrier Lane
Baton Rouge, LA 70803",NULL,POINT (-91.1809459 30.4048298)
Daycare Centers,LSU Early Learning Center,"411 S. Prieur Street
New Orleans, LA 70112",NULL,POINT (-90.08294 29.9579583)
Daycare Centers,Lynn's Daycare,"1613 Hwy 22 West
Madisonville, LA 70447",NULL,POINT (-90.209269 30.433208)
Daycare Centers,Mae Mae's Munchkins,"189 Camps Smokehouse Road
Minden , LA 71055",NULL,POINT (-93.2006903 32.5727395)
Daycare Centers,Maggie's Daycare,"2410 South James Street
Arcadia, LA 71001",NULL,POINT (-92.920502 32.547349)
Daycare Centers,Magic Street Head Start/Early Head Start,"2101 Lafitte Street
New Orleans, LA 70112",NULL,POINT (-90.0781234 29.9658528)
Daycare Centers,Magical Moments Learning Center,"2240 AP Tureaud Avenue
New Orleans, LA 70119",NULL,POINT (-90.0674903 29.9800271)
Daycare Centers,Magnolia Child Development,"4706 Monkhouse Drive
Shreveport, LA 71109",NULL,POINT (-93.8277448 32.4673831)
Daycare Centers,Mahalia Jackson Head Start/EHS Center,"2405 Jackson Avenue
New Orleans, LA 70113",NULL,POINT (-90.0866867 29.9423594)
Daycare Centers,Mamou Head Start,"1205 4th Street
Mamou, LA 70554",NULL,POINT (-92.4226758 30.6390567)
Daycare Centers,Many El. School - Many Preschool Center,"1501 Natchitoches Highway
Many , LA 71449",NULL,POINT (-93.4521027 31.5917249)
Daycare Centers,Marrero Day Care Center Inc.,"616 Avenue B
Marrero, LA 70072",NULL,POINT (-90.0948265 29.9001946)
Daycare Centers,Martin Luther King Head Start,"1445 Martin L King Blvd
Thibodaux, LA 70301",NULL,POINT (-90.812833 29.7807355)
Daycare Centers,Mary's Child Care,"2100 Carol Sue
Gretna, LA 70056",NULL,POINT (-90.0285517 29.9002051)
Daycare Centers,Mary's Little Lambs,"104 Louisiana Dr.
Thibodaux, LA 70301",NULL,POINT (-90.8170785 29.7719713)
Daycare Centers,Marydale Joseph B Jones Head Start,"102 Park Avenue
Thibodaux, LA 70301",NULL,POINT (-90.8301864 29.7648143)
Daycare Centers,Maw Maw Mason's Daycare #2,"601 Lessard Street
Donaldsonville, LA 70346",NULL,POINT (-90.9890316 30.100751)
Daycare Centers,McGuire UMC Child Development Center,"2075 Arkansas Road
West Monroe , LA 71291",NULL,POINT (-92.177736 32.534505)
Daycare Centers,MCIO Head Start Program Oak Grove,"410 Combs Street
Oak Grove, LA 71263",NULL,POINT (-91.3885709 32.8691457)
Daycare Centers,McMillian's First Steps Community Development Corporation,"2601 South Claiborne Avenue
New Orleans, LA 70125",NULL,POINT (-90.0932951 29.9435547)
Daycare Centers,Melodyland Child Care Center #2,"4016 Greenwood Road
Shreveport, LA 71109",NULL,POINT (-93.8102214 32.4715517)
Daycare Centers,Memorial Baptist Early Learning Center,"5701 Veterans Memorial Blvd.
Metairie, LA 70003",NULL,POINT (-90.2040467 30.0062951)
Daycare Centers,Merry Oaks Preschool,"878 School Street
Houma, LA 70360",NULL,POINT (-90.7151312 29.5950702)
Daycare Centers,Messiah Preschool,"201 Gemini Court
Houma, LA 70360",NULL,POINT (-90.7411587 29.5906995)
Daycare Centers,Metairie Daycare & Camp; Learning Center,"4501 Lorino Street
Metairie, LA 70006",NULL,POINT (-90.1870193 30.017568)
Daycare Centers,Metairie Kid's World,"2908 Lake Villa
Metairie, LA 70002",NULL,POINT (-90.1765516 30.0007847)
Daycare Centers,Metairie Ridge Presbyterian Daycare,"215 Phosphor Avenue
Metairie, LA 70005",NULL,POINT (-90.139626 29.988651)
Daycare Centers,Methodist Children's Learning Center,"405 West Port Street
DeRidder, LA 70634",NULL,POINT (-93.289612 30.8486056)
Daycare Centers,Mickey Mouse Head Start,"105 T J Hatcherson Street
Baldwin, LA 70514",NULL,POINT (-91.5472355 29.8337995)
Daycare Centers,Mid-City Early Learning Center,"4302 Canal Street
New Orleans , LA 70119",NULL,POINT (-90.1039089 29.9762066)
Daycare Centers,Milestones Child Development Center LLC,"8332 Lafitte Ct.
Chalmette, LA 70043",NULL,POINT (-89.9799777 29.9520313)
Daycare Centers,Mimi's Learning Center,"105 Alpha Street
Belle Chasse, LA 70037",NULL,POINT (-90.0140207 29.8767841)
Daycare Centers,Mimi's Lil Schoolhouse of St Charles LLC,"77 Wade Street
Luling, LA 70070",NULL,POINT (-90.3552696 29.9097977)
Daycare Centers,Mimi's Preschool Inc.,"1300 Saint Mary Street
Scott, LA 70583",NULL,POINT (-92.0963645 30.2400337)
Daycare Centers,Tigerland Daycare and Preschool Academy,"2123 General Meyer Avenue
New Orleans, LA 70114",NULL,POINT (-90.0349683 29.9446194)
Daycare Centers,"Timeless Tots Daycare,  LLC","635 Bert Kouns, Suite 100
Shreveport, LA 71118",NULL,POINT (-93.7729548 32.3993912)
Daycare Centers,Tiny Blessings Daycare and Learning Center,"426 East Refinery Street
Breaux Bridge, LA 70517",NULL,POINT (-91.9045795 30.2793532)
Daycare Centers,Tiny Steps Daycare,"2605 Enterprise Boulevard
Lake Charles, LA 70601",NULL,POINT (-93.203866 30.206596)
Daycare Centers,Tiny Tot Day Care,"609 Transcontinental Drive
Metairie, LA 70001",NULL,POINT (-90.1874434 29.981067)
Daycare Centers,Tiny Tots Daycare and Learning Center,"18886 Highway 22
Maurepas, LA 70449",NULL,POINT (-90.7680253 30.2589029)
Daycare Centers,Tiny Tots Daycare and Preschool,"1212 Keyser Avenue
Natchitoches, LA 71457",NULL,POINT (-93.056407 31.7527064)
Daycare Centers,"TLC CREATIVE BLESSINGS, LLC","310 RICE LANE
OPELOUSAS, LA 70570",NULL,POINT (-92.0920149 30.5378352)
Daycare Centers,"Toddle Town Child Day Care Center, Inc.","2989 Main Street
Hessmer, LA 71341",NULL,POINT (-92.1234105 31.050267)
Daycare Centers,Toddler College Daycare and Preschool,"4760 Westbank Expressway
Marrero, LA 70072",NULL,POINT (-90.0979134 29.8956365)
Daycare Centers,Toddler Junction,"810 Page Street
DeQuincy, LA 70633",NULL,POINT (-93.4299419 30.4571616)
Daycare Centers,"Toddler's University, Inc.","4121 St. Claude Avenue
New Orleans, LA 70117",NULL,POINT (-90.0337651 29.9656252)
Daycare Centers,Toddlers College Learning Center,"23725 Ephriam Street
Plaquemine, LA 70764",NULL,POINT (-91.2352407 30.2866527)
Daycare Centers,Toni's Tots and Toddlers,"5265 Douglas Ave
Baton Rouge, LA 70805",NULL,POINT (-91.161467 30.497045)
Daycare Centers,"Tons of Fun Daycare and Preschool, LLC","1772 Highway 749
Opelousas, LA 70570",NULL,POINT (-92.0885698 30.5684453)
Daycare Centers,Tonya's Kids and Company Daycare,"39118 Highway 74
Gonzales, LA 70737",NULL,POINT (-90.9510298 30.2547237)
Daycare Centers,Torah Academy,"5210 West Esplanade Avenue
Metairie, LA 70006",NULL,POINT (-90.2032388 30.0169119)
Daycare Centers,Total Community Action at VIET,"13435 Granville Street
New Orleans, LA 70129",NULL,POINT (-89.9289125 30.0380675)
Daycare Centers,"Totally Kidz Daycare, LLC","714 West Worthey Road
Gonzales, LA 70737",NULL,POINT (-90.9265606 30.2257294)
Daycare Centers,Townhouse Country Place Preschool,"200 Chestnut Street
Mandeville, LA 70471",NULL,POINT (-90.1002526 30.3854168)
